
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,Set 1,ID,
829.772,,Surface,1,Image 1,1,Class B,0,
1326.42,,Surface,1,Image 1,1,Class B,1,
2201.04,,Surface,1,Image 1,1,Class B,2,
2883.21,,Surface,1,Image 1,1,Class A,3,
