
Intensity Mean Ch=29 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
745.059,,Surface,29,Image 1,1,Class B,0,
772.154,,Surface,29,Image 1,1,Class B,1,
1689.76,,Surface,29,Image 1,1,Class B,2,
1531.31,,Surface,29,Image 1,1,Class A,3,
