
Intensity Max Ch=10 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
637,,Surface,10,Image 1,1,Class B,0,
1676,,Surface,10,Image 1,1,Class B,1,
4306,,Surface,10,Image 1,1,Class B,2,
4998,,Surface,10,Image 1,1,Class A,3,
