
Intensity Sum Ch=25 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,Set 1,ID,
619067,,Surface,25,Image 1,1,Class B,0,
1.05201e+06,,Surface,25,Image 1,1,Class B,1,
3.81362e+06,,Surface,25,Image 1,1,Class B,2,
3.66677e+06,,Surface,25,Image 1,1,Class A,3,
