
Intensity Max Ch=31 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
368,,Surface,31,Image 1,1,Class B,0,
430,,Surface,31,Image 1,1,Class B,1,
314,,Surface,31,Image 1,1,Class B,2,
873,,Surface,31,Image 1,1,Class A,3,
