
Intensity Sum of Square Ch=37 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
2.39371e+09,,Surface,37,Image 1,1,Class B,0,
3.13635e+09,,Surface,37,Image 1,1,Class B,1,
2.57691e+10,,Surface,37,Image 1,1,Class B,2,
2.73715e+10,,Surface,37,Image 1,1,Class A,3,
