
Intensity Sum of Square Ch=7 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,Set 1,ID,
0,,Surface,7,Image 1,1,Class B,0,
153524,,Surface,7,Image 1,1,Class B,1,
920861,,Surface,7,Image 1,1,Class B,2,
2.29306e+06,,Surface,7,Image 1,1,Class A,3,
