
Intensity Mean Ch=25 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,ID,
340.708,,Surface,25,Image 1,1,Class B,0,
670.924,,Surface,25,Image 1,1,Class B,1,
1360.06,,Surface,25,Image 1,1,Class B,2,
1107.45,,Surface,25,Image 1,1,Class A,3,
