
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
0.135,14.9193,µm^3,Volume Outside,Image 1,1,,
0.405,20.2762,µm^3,Volume Outside,Image 1,1,,
0.675,26.0166,µm^3,Volume Outside,Image 1,1,,
0.945,31.7618,µm^3,Volume Outside,Image 1,1,,
1.215,37.9444,µm^3,Volume Outside,Image 1,1,,
1.485,44.9012,µm^3,Volume Outside,Image 1,1,,
1.755,52.1667,µm^3,Volume Outside,Image 1,1,,
2.025,59.8437,µm^3,Volume Outside,Image 1,1,,
2.295,68.1603,µm^3,Volume Outside,Image 1,1,,
2.565,76.8749,µm^3,Volume Outside,Image 1,1,,
2.835,86.2388,µm^3,Volume Outside,Image 1,1,,
3.105,96.1332,µm^3,Volume Outside,Image 1,1,,
3.375,106.503,µm^3,Volume Outside,Image 1,1,,
3.645,116.68,µm^3,Volume Outside,Image 1,1,,
3.915,127.32,µm^3,Volume Outside,Image 1,1,,
4.185,137.766,µm^3,Volume Outside,Image 1,1,,
4.455,147.435,µm^3,Volume Outside,Image 1,1,,
4.725,155.357,µm^3,Volume Outside,Image 1,1,,
4.995,162.586,µm^3,Volume Outside,Image 1,1,,
5.265,168.014,µm^3,Volume Outside,Image 1,1,,
5.535,171.52,µm^3,Volume Outside,Image 1,1,,
5.805,174.085,µm^3,Volume Outside,Image 1,1,,
6.075,176.312,µm^3,Volume Outside,Image 1,1,,
6.345,178.789,µm^3,Volume Outside,Image 1,1,,
6.615,181.559,µm^3,Volume Outside,Image 1,1,,
6.885,182.907,µm^3,Volume Outside,Image 1,1,,
7.155,183.979,µm^3,Volume Outside,Image 1,1,,
7.425,184.745,µm^3,Volume Outside,Image 1,1,,
7.695,185.665,µm^3,Volume Outside,Image 1,1,,
7.965,186.281,µm^3,Volume Outside,Image 1,1,,
8.235,186.776,µm^3,Volume Outside,Image 1,1,,
8.505,184.827,µm^3,Volume Outside,Image 1,1,,
8.775,181.709,µm^3,Volume Outside,Image 1,1,,
9.045,175.016,µm^3,Volume Outside,Image 1,1,,
9.315,166.024,µm^3,Volume Outside,Image 1,1,,
9.585,158.034,µm^3,Volume Outside,Image 1,1,,
9.855,149.333,µm^3,Volume Outside,Image 1,1,,
10.125,142.031,µm^3,Volume Outside,Image 1,1,,
10.395,133.803,µm^3,Volume Outside,Image 1,1,,
10.665,126.448,µm^3,Volume Outside,Image 1,1,,
10.935,118.469,µm^3,Volume Outside,Image 1,1,,
11.205,111.338,µm^3,Volume Outside,Image 1,1,,
11.475,103.754,µm^3,Volume Outside,Image 1,1,,
11.745,96.1491,µm^3,Volume Outside,Image 1,1,,
12.015,90.4296,µm^3,Volume Outside,Image 1,1,,
12.285,85.3274,µm^3,Volume Outside,Image 1,1,,
12.555,81.8325,µm^3,Volume Outside,Image 1,1,,
12.825,78.7896,µm^3,Volume Outside,Image 1,1,,
13.095,77.0305,µm^3,Volume Outside,Image 1,1,,
13.365,75.5544,µm^3,Volume Outside,Image 1,1,,
13.635,75.1318,µm^3,Volume Outside,Image 1,1,,
13.905,74.3049,µm^3,Volume Outside,Image 1,1,,
14.175,73.1399,µm^3,Volume Outside,Image 1,1,,
14.445,72.7209,µm^3,Volume Outside,Image 1,1,,
14.715,71.9933,µm^3,Volume Outside,Image 1,1,,
14.985,71.8561,µm^3,Volume Outside,Image 1,1,,
15.255,71.3232,µm^3,Volume Outside,Image 1,1,,
15.525,71.4727,µm^3,Volume Outside,Image 1,1,,
15.795,71.1542,µm^3,Volume Outside,Image 1,1,,
16.065,70.5613,µm^3,Volume Outside,Image 1,1,,
16.335,70.9606,µm^3,Volume Outside,Image 1,1,,
16.605,70.0651,µm^3,Volume Outside,Image 1,1,,
16.875,69.7172,µm^3,Volume Outside,Image 1,1,,
17.145,70.0553,µm^3,Volume Outside,Image 1,1,,
17.415,70.7818,µm^3,Volume Outside,Image 1,1,,
17.685,69.8299,µm^3,Volume Outside,Image 1,1,,
17.955,69.5813,µm^3,Volume Outside,Image 1,1,,
18.225,70.0492,µm^3,Volume Outside,Image 1,1,,
18.495,68.9798,µm^3,Volume Outside,Image 1,1,,
18.765,68.4151,µm^3,Volume Outside,Image 1,1,,
19.035,68.6135,µm^3,Volume Outside,Image 1,1,,
19.305,69.2346,µm^3,Volume Outside,Image 1,1,,
19.575,68.2362,µm^3,Volume Outside,Image 1,1,,
19.845,67.767,µm^3,Volume Outside,Image 1,1,,
20.115,68.2619,µm^3,Volume Outside,Image 1,1,,
20.385,69.2652,µm^3,Volume Outside,Image 1,1,,
20.655,68.4616,µm^3,Volume Outside,Image 1,1,,
20.925,68.2595,µm^3,Volume Outside,Image 1,1,,
21.195,68.6662,µm^3,Volume Outside,Image 1,1,,
21.465,67.0271,µm^3,Volume Outside,Image 1,1,,
21.735,64.3027,µm^3,Volume Outside,Image 1,1,,
22.005,58.8,µm^3,Volume Outside,Image 1,1,,
22.275,50.3843,µm^3,Volume Outside,Image 1,1,,
22.545,40.1372,µm^3,Volume Outside,Image 1,1,,
22.815,31.5683,µm^3,Volume Outside,Image 1,1,,
