
Intensity Max Ch=14 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,Set 1,ID,
407,,Surface,14,Image 1,1,Class B,0,
492,,Surface,14,Image 1,1,Class B,1,
440,,Surface,14,Image 1,1,Class B,2,
790,,Surface,14,Image 1,1,Class A,3,
